DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813311;Dubová;527254;Dubová;712;Svidník;7;Prešovský;12545840;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Dubová;SK041C527254
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813320;Dolné Dubovany;507008;Dubovany;204;Piešany;2;Trnavský;5881206;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešany;SK0214;Dubovany;SK0214507008
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813338;Horné Dubovany;507008;Dubovany;204;Piešany;2;Trnavský;5456087;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešany;SK0214;Dubovany;SK0214507008
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813346;Vlèkovany;504343;Dubovce;206;Skalica;2;Trnavský;5207894;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Dubovce;SK0216504343
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813354;Vidovany;504343;Dubovce;206;Skalica;2;Trnavský;3250967;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Dubovce;SK0216504343
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813362;Dubové;512222;Dubové;509;Turèianske Teplice;5;Žilinský;28293831;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turèianske Teplice;SK0319;Dubové;SK0319512222
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813371;Dubové;518361;Dubové;611;Zvolen;6;Banskobystrický;13296710;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Dubové;SK032B518361
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813389;Dubovec;514691;Dubovec;609;Rimavská Sobota;6;Banskobystrický;9196092;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Dubovec;SK0329514691
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813397;Dubovica;524379;Dubovica;708;Sabinov;7;Prešovský;17153999;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Dubovica;SK0418524379
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813401;Dúbrava;510408;Dúbrava;505;Liptovský Mikuláš;5;Žilinský;23214491;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Dúbrava;SK0315510408
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813427;Dúbrava;520179;Dúbrava;709;Snina;7;Prešovský;9479177;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Dúbrava;SK0419520179
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813435;Dúbrava;526495;Dúbrava;704;Levoèa;7;Prešovský;9615228;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoèa;SK0414;Dúbrava;SK0414526495
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813443;Dúbravica;508586;Dúbravica;601;Banská Bystrica;6;Banskobystrický;8506829;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Dúbravica;SK0321508586
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813451;Dúbravka;522406;Dúbravka;807;Michalovce;8;Košický;10210446;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Dúbravka;SK0427522406
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813478;Dúbravy;518379;Dúbravy;604;Detva;6;Banskobystrický;19545121;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Dúbravy;SK0324518379
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813516;Ducové;558338;Ducové;204;Piešany;2;Trnavský;2631918;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešany;SK0214;Ducové;SK0214558338
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813532;Dudince;518387;Dudince;605;Krupina;6;Banskobystrický;3385760;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Dudince;SK0325518387
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813559;Merovce;518387;Dudince;605;Krupina;6;Banskobystrický;3463986;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Dudince;SK0325518387
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813567;Dukovce;580601;Dukovce;712;Svidník;7;Prešovský;5629488;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Dukovce;SK041C580601
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813575;Dulice;512052;Belá-Dulice;506;Martin;5;Žilinský;3054581;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Belá-Dulice;SK0316512052
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813583;Dulov;513024;Dulov;302;Ilava;3;Trenèiansky;5534995;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Ilava;SK0222;Dulov;SK0222513024
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813591;Dulova Ves;524387;Dulova Ves;707;Prešov;7;Prešovský;6074775;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Dulova Ves;SK0417524387
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813605;Dulovce;501123;Dulovce;401;Komárno;4;Nitriansky;12380200;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Dulovce;SK0231501123
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813630;Dunajov;509183;Dunajov;502;Èadca;5;Žilinský;6062470;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Èadca;SK0312;Dunajov;SK0312509183
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813664;Dunajská Streda;501433;Dunajská Streda;201;Dunajská Streda;2;Trnavský;11116811;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Dunajská Streda;SK0211501433
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813826;Mlieèany;501433;Dunajská Streda;201;Dunajská Streda;2;Trnavský;2981074;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Dunajská Streda;SK0211501433
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813834;Malé Blahovo;501433;Dunajská Streda;201;Dunajská Streda;2;Trnavský;17352950;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Dunajská Streda;SK0211501433
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813842;Duplín;527262;Duplín;711;Stropkov;7;Prešovský;9033297;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Duplín;SK041B527262
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813851;Ïurèiná;557986;Ïurèiná;511;Žilina;5;Žilinský;12504886;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Ïurèiná;SK031B557986
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813877;Ïurïoš;544183;Ïurïoš;713;Vranov nad Top¾ou;7;Prešovský;6135158;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Top¾ou;SK041D;Ïurïoš;SK041D544183
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813893;Ïurïošík;521353;Ïurïošík;806;Košice - okolie;8;Košický;4590250;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Ïurïošík;SK0426521353
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813907;Ïurïové;557609;Ïurïové;306;Považská Bystrica;3;Trenèiansky;4815434;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Považská Bystrica;SK0226;Ïurïové;SK0226557609
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813915;Ïurkov;521361;Ïurkov;806;Košice - okolie;8;Košický;9922797;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Ïurkov;SK0426521361
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813923;Ïurková;526681;Ïurková;710;Stará ¼ubovòa;7;Prešovský;3978816;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará ¼ubovòa;SK041A;Ïurková;SK041A526681
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813931;Ïurkovce;515990;Ïurkovce;610;Ve¾ký Krtíš;6;Banskobystrický;4932604;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Ve¾ký Krtíš;SK032A;Ïurkovce;SK032A515990
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813940;Dúžava;514462;Rimavská Sobota;609;Rimavská Sobota;6;Banskobystrický;3900845;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Rimavská Sobota;SK0329514462
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813958;Dvorany nad Nitrou;556262;Dvorany nad Nitrou;406;Topo¾èany;4;Nitriansky;4520095;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Dvorany nad Nitrou;SK0236556262
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813966;Dvorec;542873;Dvorec;301;Bánovce nad Bebravou;3;Trenèiansky;2660852;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Dvorec;SK0221542873
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813982;Dvorec nad Turcom;512303;Ivanèiná;509;Turèianske Teplice;5;Žilinský;1598343;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turèianske Teplice;SK0319;Ivanèiná;SK0319512303
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813991;Dvorianky;528340;Dvorianky;811;Trebišov;8;Košický;6178276;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Dvorianky;SK042B528340
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814024;Dvorníky;507024;Dvorníky;203;Hlohovec;2;Trnavský;23606274;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Dvorníky;SK0213507024
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814083;Dvorníky;518425;Hontianske Tesáre;605;Krupina;6;Banskobystrický;8606969;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Hontianske Tesáre;SK0325518425
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814113;Malé Dvorníky;555665;Malé Dvorníky;201;Dunajská Streda;2;Trnavský;6885444;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Malé Dvorníky;SK0211555665
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814121;Ve¾ké Dvorníky;555673;Ve¾ké Dvorníky;201;Dunajská Streda;2;Trnavský;7990590;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Ve¾ké Dvorníky;SK0211555673
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814148;Dvory nad Žitavou;503177;Dvory nad Žitavou;404;Nové Zámky;4;Nitriansky;63849918;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Dvory nad Žitavou;SK0234503177
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814156;Dyèka;500933;Vráble;403;Nitra;4;Nitriansky;7633872;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Vráble;SK0233500933
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814172;Egreš;528358;Egreš;811;Trebišov;8;Košický;5602810;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Egreš;SK042B528358
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814181;Faèkov;517542;Faèkov;511;Žilina;5;Žilinský;37516555;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Faèkov;SK031B517542
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814199;Falkušovce;522414;Falkušovce;807;Michalovce;8;Košický;9445786;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Falkušovce;SK0427522414
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814202;Farná;502227;Farná;402;Levice;4;Nitriansky;32744718;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Farná;SK0232502227
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814211;Fekišovce;522422;Fekišovce;809;Sobrance;8;Košický;4755887;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Fekišovce;SK0429522422
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814229;Figa;514713;Figa;609;Rimavská Sobota;6;Banskobystrický;9200343;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Figa;SK0329514713
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814237;Fijaš;527271;Fijaš;712;Svidník;7;Prešovský;4400658;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Fijaš;SK041C527271
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814296;Fi¾akovo;511391;Fi¾akovo;606;Luèenec;6;Banskobystrický;16176914;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Luèenec;SK0326;Fi¾akovo;SK0326511391
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814334;Fi¾akovské Kováèe;511404;Fi¾akovské Kováèe;606;Luèenec;6;Banskobystrický;11424316;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Luèenec;SK0326;Fi¾akovské Kováèe;SK0326511404
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814351;Fintice;524395;Fintice;707;Prešov;7;Prešovský;11244319;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Fintice;SK0417524395
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814369;Folkušová;512257;Folkušová;506;Martin;5;Žilinský;6013491;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Folkušová;SK0316512257
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814377;Forbasy;526690;Forbasy;710;Stará ¼ubovòa;7;Prešovský;4498362;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará ¼ubovòa;SK041A;Forbasy;SK041A526690
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814385;Frièka;519154;Frièka;701;Bardejov;7;Prešovský;8278554;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Frièka;SK0411519154
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814393;Frièkovce;519162;Frièkovce;701;Bardejov;7;Prešovský;9350883;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Frièkovce;SK0411519162
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814415;Frièovce;524409;Frièovce;707;Prešov;7;Prešovský;8570485;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Frièovce;SK0417524409
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814423;Fulianka;524417;Fulianka;707;Prešov;7;Prešovský;3807567;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Fulianka;SK0417524417
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814440;Gabèíkovo;501573;Gabèíkovo;201;Dunajská Streda;2;Trnavský;52396152;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Gabèíkovo;SK0211501573
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814474;Gaboltov;519171;Gaboltov;701;Bardejov;7;Prešovský;12732420;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Gaboltov;SK0411519171
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814482;Gajary;507890;Gajary;106;Malacky;1;Bratislavský;50831178;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Gajary;SK0106507890
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814504;Galanta;503665;Galanta;202;Galanta;2;Trnavský;23201682;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Galanta;SK0212503665
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814539;Hody;503665;Galanta;202;Galanta;2;Trnavský;5931684;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Galanta;SK0212503665
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814610;Nebojsa;503665;Galanta;202;Galanta;2;Trnavský;4778016;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Galanta;SK0212503665
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814628;Galovany;510416;Galovany;505;Liptovský Mikuláš;5;Žilinský;12923730;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Galovany;SK0315510416
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814636;Brakoò;503762;Gáò;202;Galanta;2;Trnavský;2288945;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Gáò;SK0212503762
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814644;Gáò;503762;Gáò;202;Galanta;2;Trnavský;3885063;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Gáò;SK0212503762
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814652;Filice;523437;Gánovce;706;Poprad;7;Prešovský;4745092;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Gánovce;SK0416523437
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814661;Gánovce;523437;Gánovce;706;Poprad;7;Prešovský;3084379;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Gánovce;SK0416523437
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814679;Gbe¾any;517551;Gbe¾any;511;Žilina;5;Žilinský;7133530;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Gbe¾any;SK031B517551
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814687;Gbelce;503185;Gbelce;404;Nové Zámky;4;Nitriansky;26610967;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Gbelce;SK0234503185
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814717;Gbely;504351;Gbely;206;Skalica;2;Trnavský;59920081;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Gbely;SK0216504351
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814733;Geèa;521370;Geèa;806;Košice - okolie;8;Košický;5481029;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Geèa;SK0426521370
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814741;Gelnica;526509;Gelnica;801;Gelnica;8;Košický;57652137;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Gelnica;SK0421;Gelnica;SK0421526509
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814865;Gemer;514721;Gemer;608;Revúca;6;Banskobystrický;17965327;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemer;SK0328514721
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814881;Gemerèek;514730;Gemerèek;609;Rimavská Sobota;6;Banskobystrický;11671850;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Gemerèek;SK0329514730
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814903;Gemerská Hôrka;525651;Gemerská Hôrka;808;Rožòava;8;Košický;12794242;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Gemerská Hôrka;SK0428525651
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814911;Gemerská Panica;514748;Gemerská Panica;808;Rožòava;8;Košický;14898809;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Gemerská Panica;SK0428514748
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814938;Gemerská Poloma;525669;Gemerská Poloma;808;Rožòava;8;Košický;57634750;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Gemerská Poloma;SK0428525669
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814954;Gemerská Ves;514756;Gemerská Ves;608;Revúca;6;Banskobystrický;17695602;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemerská Ves;SK0328514756
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814971;Gemerské Dechtáre;514764;Gemerské Dechtáre;609;Rimavská Sobota;6;Banskobystrický;20203877;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Gemerské Dechtáre;SK0329514764
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814989;Gemerské Michalovce;557889;Gemerské Michalovce;609;Rimavská Sobota;6;Banskobystrický;6254463;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Gemerské Michalovce;SK0329557889
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;814997;Gemerský Milhos;525677;Gemerské Teplice;608;Revúca;6;Banskobystrický;3612314;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemerské Teplice;SK0328525677
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815004;Jelšavská Teplica;525677;Gemerské Teplice;608;Revúca;6;Banskobystrický;9106752;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemerské Teplice;SK0328525677
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815021;Gemerský Jablonec;514781;Gemerský Jablonec;609;Rimavská Sobota;6;Banskobystrický;10442412;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Gemerský Jablonec;SK0329514781
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815039;Mikolèany;525685;Gemerský Sad;608;Revúca;6;Banskobystrický;5718323;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemerský Sad;SK0328525685
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815047;Nováèany;525685;Gemerský Sad;608;Revúca;6;Banskobystrický;6462129;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Gemerský Sad;SK0328525685
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815055;Geraltov;524425;Geraltov;707;Prešov;7;Prešovský;4811192;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Geraltov;SK0417524425
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815071;Gerlachov;519189;Gerlachov;701;Bardejov;7;Prešovský;8863544;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Gerlachov;SK0411519189
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815098;Gerlachov;523445;Gerlachov;706;Poprad;7;Prešovský;5264671;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Gerlachov;SK0416523445
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815101;Giglovce;544191;Giglovce;713;Vranov nad Top¾ou;7;Prešovský;4028890;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Top¾ou;SK041D;Giglovce;SK041D544191
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815136;Giraltovce;519197;Giraltovce;712;Svidník;7;Prešovský;9935134;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Giraltovce;SK041C519197
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815144;Girovce;544205;Girovce;713;Vranov nad Top¾ou;7;Prešovský;2743706;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Top¾ou;SK041D;Girovce;SK041D544205
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815152;Glabušovce;516007;Glabušovce;610;Ve¾ký Krtíš;6;Banskobystrický;4507881;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Ve¾ký Krtíš;SK032A;Glabušovce;SK032A516007
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;815179;Goèaltovo;525693;Goèaltovo;808;Rožòava;8;Košický;10677710;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Goèaltovo;SK0428525693
