DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828203;Krá¾ová pri Senci;503894;Krá¾ová pri Senci;108;Senec;1;Bratislavský;16514581;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Krá¾ová pri Senci;SK0108503894
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828211;Krmeš;503894;Krá¾ová pri Senci;108;Senec;1;Bratislavský;3397590;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Krá¾ová pri Senci;SK0108503894
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828220;Kra¾ovany;509744;Kra¾ovany;503;Dolný Kubín;5;Žilinský;18808152;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Kra¾ovany;SK0313509744
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828238;Krá¾ovce;521612;Krá¾ovce;806;Košice - okolie;8;Košický;6539741;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Krá¾ovce;SK0426521612
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828246;Krá¾ovce;518531;Krá¾ovce-Krnišov;605;Krupina;6;Banskobystrický;5625289;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Krá¾ovce-Krnišov;SK0325518531
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828254;Krnišov;518531;Krá¾ovce-Krnišov;605;Krupina;6;Banskobystrický;14324811;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Krá¾ovce-Krnišov;SK0325518531
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828262;Etreho Kraèany;501701;Krá¾ovièove Kraèany;201;Dunajská Streda;2;Trnavský;2353325;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Krá¾ovièove Kraèany;SK0211501701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828271;Jastrabie Kraèany;501701;Krá¾ovièove Kraèany;201;Dunajská Streda;2;Trnavský;1682104;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Krá¾ovièove Kraèany;SK0211501701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828289;K¾uèiarove Kraèany;501701;Krá¾ovièove Kraèany;201;Dunajská Streda;2;Trnavský;4753240;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Krá¾ovièove Kraèany;SK0211501701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828297;Krá¾ovièove Kraèany;501701;Krá¾ovièove Kraèany;201;Dunajská Streda;2;Trnavský;2007320;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Krá¾ovièove Kraèany;SK0211501701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828301;Lesné Kraèany;501701;Krá¾ovièove Kraèany;201;Dunajská Streda;2;Trnavský;2483031;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Krá¾ovièove Kraèany;SK0211501701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828360;Krá¾ovský Chlmec;528447;Krá¾ovský Chlmec;811;Trebišov;8;Košický;23808754;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Krá¾ovský Chlmec;SK042B528447
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828378;Kraskovo;515086;Kraskovo;609;Rimavská Sobota;6;Banskobystrický;7162344;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Kraskovo;SK0329515086
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828386;Krásna Hôrka;510114;Tvrdošín;510;Tvrdošín;5;Žilinský;11534140;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Tvrdošín;SK031A;Tvrdošín;SK031A510114
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828394;Krásna Lúka;524671;Krásna Lúka;708;Sabinov;7;Prešovský;11028625;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Krásna Lúka;SK0418524671
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828416;Krásna;599794;Košice-Krásna;805;Košice IV;8;Košický;20063122;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice IV;SK0425;Košice-Krásna;SK0425599794
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828432;Krásna Ves;543080;Krásna Ves;301;Bánovce nad Bebravou;3;Trenèiansky;10216105;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Krásna Ves;SK0221543080
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828459;Krasòany;517712;Krasòany;511;Žilina;5;Žilinský;15175004;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Krasòany;SK031B517712
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828467;Krásno;556246;Krásno;305;Partizánske;3;Trenèiansky;3607808;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Partizánske;SK0225;Krásno;SK0225556246
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828483;Krásno nad Kysucou;509248;Krásno nad Kysucou;502;Èadca;5;Žilinský;27770029;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Èadca;SK0312;Krásno nad Kysucou;SK0312509248
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828700;Krásnohorská Dlhá Lúka;525863;Krásnohorská Dlhá Lúka;808;Rožòava;8;Košický;14021793;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Krásnohorská Dlhá Lúka;SK0428525863
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828734;Krásnohorské Podhradie;525871;Krásnohorské Podhradie;808;Rožòava;8;Košický;23195405;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Krásnohorské Podhradie;SK0428525871
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828751;Krásnovce;522651;Krásnovce;807;Michalovce;8;Košický;4619283;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Krásnovce;SK0427522651
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828769;Krásny Brod;520411;Krásny Brod;705;Medzilaborce;7;Prešovský;15112936;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Krásny Brod;SK0415520411
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828785;Rokytovce;559610;Rokytovce;705;Medzilaborce;7;Prešovský;7378913;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Medzilaborce;SK0415;Rokytovce;SK0415559610
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828807;Kravany;523593;Kravany;706;Poprad;7;Prešovský;24338119;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Poprad;SK0416;Kravany;SK0416523593
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828815;Kravany;528455;Kravany;811;Trebišov;8;Košický;6325506;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Kravany;SK042B528455
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828823;Kravany nad Dunajom;501212;Kravany nad Dunajom;401;Komárno;4;Nitriansky;15881600;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Kravany nad Dunajom;SK0231501212
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828858;Krèava;522660;Krèava;809;Sobrance;8;Košický;8737416;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Krèava;SK0429522660
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828874;Kremná;526801;Kremná;710;Stará ¼ubovòa;7;Prešovský;4141026;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stará ¼ubovòa;SK041A;Kremná;SK041A526801
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;828882;Kremnica;516970;Kremnica;613;Žiar nad Hronom;6;Banskobystrický;43134034;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žiar nad Hronom;SK032D;Kremnica;SK032D516970
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829021;Kremnické Bane;516988;Kremnické Bane;613;Žiar nad Hronom;6;Banskobystrický;7740913;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žiar nad Hronom;SK032D;Kremnické Bane;SK032D516988
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829030;Kristy;522678;Kristy;809;Sobrance;8;Košický;7900007;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Kristy;SK0429522678
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829048;Kriš¾ovce;527467;Kriš¾ovce;711;Stropkov;7;Prešovský;4390859;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Kriš¾ovce;SK041B527467
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829056;Krišovská Liesková;528463;Krišovská Liesková;807;Michalovce;8;Košický;15399308;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Krišovská Liesková;SK0427528463
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829072;Krivá;509761;Krivá;503;Dolný Kubín;5;Žilinský;18877031;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Krivá;SK0313509761
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829081;Korytárky;580520;Korytárky;604;Detva;6;Banskobystrický;9035247;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Korytárky;SK0324580520
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829099;Kriváò;518549;Kriváò;604;Detva;6;Banskobystrický;9109773;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Kriváò;SK0324518549
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829137;Krivany;524689;Krivany;708;Sabinov;7;Prešovský;18827258;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Krivany;SK0418524689
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829145;Krivé;519405;Krivé;701;Bardejov;7;Prešovský;5276900;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Krivé;SK0411519405
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829153;Krivoklát;557617;Krivoklát;302;Ilava;3;Trenèiansky;10667848;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Ilava;SK0222;Krivoklát;SK0222557617
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829161;Krivosúd-Bodovka;506168;Krivosúd-Bodovka;309;Trenèín;3;Trenèiansky;8081826;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Trenèín;SK0229;Krivosúd-Bodovka;SK0229506168
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829170;Kríže;519413;Kríže;701;Bardejov;7;Prešovský;14935730;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kríže;SK0411519413
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829196;Krížová Ves;523607;Krížová Ves;703;Kežmarok;7;Prešovský;11928327;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Kežmarok;SK0413;Krížová Ves;SK0413523607
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829200;Krížovany;524697;Krížovany;707;Prešov;7;Prešovský;9525213;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Krížovany;SK0417524697
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829218;Križovany nad Dudváhom;556483;Križovany nad Dudváhom;207;Trnava;2;Trnavský;10261515;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Križovany nad Dudváhom;SK0217556483
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829226;Krná;511501;Krná;607;Poltár;6;Banskobystrický;14023798;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Krná;SK0327511501
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829269;Krnèa;543101;Krnèa;406;Topo¾èany;4;Nitriansky;18966772;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Krnèa;SK0236543101
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829277;Krokava;515094;Krokava;609;Rimavská Sobota;6;Banskobystrický;10402555;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Krokava;SK0329515094
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829307;Krompachy;543268;Krompachy;810;Spišská Nová Ves;8;Košický;22889398;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Krompachy;SK042A543268
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829412;Krpe¾any;512389;Krpe¾any;506;Martin;5;Žilinský;13886294;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Krpe¾any;SK0316512389
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829447;Malé Krškany;502430;Krškany;402;Levice;4;Nitriansky;6959762;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Krškany;SK0232502430
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829455;Ve¾ké Krškany;502430;Krškany;402;Levice;4;Nitriansky;10065412;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Krškany;SK0232502430
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829471;Krtovce;543110;Krtovce;406;Topo¾èany;4;Nitriansky;4208147;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Krtovce;SK0236543110
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829498;Krupina;518557;Krupina;605;Krupina;6;Banskobystrický;88669762;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Krupina;SK0325518557
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829587;Krušetnica;509779;Krušetnica;507;Námestovo;5;Žilinský;16559402;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Krušetnica;SK0317509779
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829595;Krušinec;527475;Krušinec;711;Stropkov;7;Prešovský;2617463;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Stropkov;SK041B;Krušinec;SK041B527475
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829609;Dolné Chlebany;556149;Krušovce;406;Topo¾èany;4;Nitriansky;1499815;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Krušovce;SK0236556149
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829617;Krušovce;556149;Krušovce;406;Topo¾èany;4;Nitriansky;11833328;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Krušovce;SK0236556149
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829625;Kružlov;519421;Kružlov;701;Bardejov;7;Prešovský;10055087;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kružlov;SK0411519421
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829641;Kružlová;527483;Kružlová;712;Svidník;7;Prešovský;8265400;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kružlová;SK041C527483
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829650;Kružná;560065;Kružná;808;Rožòava;8;Košický;6904574;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Kružná;SK0428560065
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829676;Kružno;515108;Kružno;609;Rimavská Sobota;6;Banskobystrický;6199667;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Kružno;SK0329515108
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829692;Kšinná;543136;Kšinná;301;Bánovce nad Bebravou;3;Trenèiansky;25346049;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Kšinná;SK0221543136
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829714;Kubáòovo;502448;Kubáòovo;402;Levice;4;Nitriansky;12063977;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kubáòovo;SK0232502448
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829722;Kubrá;505820;Trenèín;309;Trenèín;3;Trenèiansky;7642967;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Trenèín;SK0229;Trenèín;SK0229505820
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829731;Kubrica;505820;Trenèín;309;Trenèín;3;Trenèiansky;6700094;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Trenèín;SK0229;Trenèín;SK0229505820
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829757;Kuèín;519430;Kuèín;701;Bardejov;7;Prešovský;7193928;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kuèín;SK0411519430
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829765;Kuèín nad Ondavou;528811;Kuèín;713;Vranov nad Top¾ou;7;Prešovský;4589174;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Top¾ou;SK041D;Kuèín;SK041D528811
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829773;Kuchyòa;508021;Kuchyòa;106;Malacky;1;Bratislavský;45134007;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Kuchyòa;SK0106508021
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829781;Kuklov;504491;Kuklov;205;Senica;2;Trnavský;18703573;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Kuklov;SK0215504491
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829790;Kuková;519448;Kuková;712;Svidník;7;Prešovský;10610162;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kuková;SK041C519448
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829811;Kukuèínov;502456;Kukuèínov;402;Levice;4;Nitriansky;8649088;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kukuèínov;SK0232502456
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829820;Malý Pesek;502456;Kukuèínov;402;Levice;4;Nitriansky;2660347;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kukuèínov;SK0232502456
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829838;Kunerad;517721;Kunerad;511;Žilina;5;Žilinský;22937318;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Kunerad;SK031B517721
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829854;Kunešov;516996;Kunešov;613;Žiar nad Hronom;6;Banskobystrický;23630157;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Žiar nad Hronom;SK032D;Kunešov;SK032D516996
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829862;Kunov;504203;Senica;205;Senica;2;Trnavský;7162951;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Senica;SK0215504203
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829897;Kunova Teplica;525898;Kunova Teplica;808;Rožòava;8;Košický;8411929;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožòava;SK0428;Kunova Teplica;SK0428525898
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829901;Kura¾any;502464;Kura¾any;402;Levice;4;Nitriansky;10685412;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Kura¾any;SK0232502464
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829919;Kurima;519456;Kurima;701;Bardejov;7;Prešovský;15890348;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kurima;SK0411519456
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829927;Kurimany;543276;Kurimany;704;Levoèa;7;Prešovský;2583441;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoèa;SK0414;Kurimany;SK0414543276
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829935;Kurimka;527491;Kurimka;712;Svidník;7;Prešovský;12459639;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Kurimka;SK041C527491
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829943;Kurov;519464;Kurov;701;Bardejov;7;Prešovský;11848233;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Kurov;SK0411519464
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829951;Kusín;522686;Kusín;807;Michalovce;8;Košický;9796206;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Kusín;SK0427522686
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829960;Blažov;501719;Kútniky;201;Dunajská Streda;2;Trnavský;5424400;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Kútniky;SK0211501719
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829978;Èenkesfa;555720;Povoda;201;Dunajská Streda;2;Trnavský;897987;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Povoda;SK0211555720
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;829986;Heïbeneéte;501719;Kútniky;201;Dunajská Streda;2;Trnavský;3387963;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Kútniky;SK0211501719
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830003;Lidér Tejed;555720;Povoda;201;Dunajská Streda;2;Trnavský;3248036;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Povoda;SK0211555720
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830011;Pódafa;555720;Povoda;201;Dunajská Streda;2;Trnavský;1862002;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Povoda;SK0211555720
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830020;Töböréte;501719;Kútniky;201;Dunajská Streda;2;Trnavský;2173938;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Kútniky;SK0211501719
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830038;Kúty;504513;Kúty;205;Senica;2;Trnavský;27157778;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Kúty;SK0215504513
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830054;Kuzmice;581704;Kuzmice;406;Topo¾èany;4;Nitriansky;8199976;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topo¾èany;SK0236;Kuzmice;SK0236581704
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830089;Kuzmice;528471;Kuzmice;811;Trebišov;8;Košický;13537575;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Kuzmice;SK042B528471
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830097;Dlhá Lúka;510572;Kvaèany;505;Liptovský Mikuláš;5;Žilinský;6077149;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Kvaèany;SK0315510572
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830101;Kvaèany;510572;Kvaèany;505;Liptovský Mikuláš;5;Žilinský;16358080;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Kvaèany;SK0315510572
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830119;Kvaèany;524701;Kvaèany;707;Prešov;7;Prešovský;5124151;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Kvaèany;SK0417524701
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830127;Kvakovce;528820;Kvakovce;713;Vranov nad Top¾ou;7;Prešovský;33744488;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Top¾ou;SK041D;Kvakovce;SK041D528820
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;830151;Kvašov;557501;Kvašov;308;Púchov;3;Trenèiansky;7467677;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Púchov;SK0228;Kvašov;SK0228557501
