DOW;AUT;ACH;SOI;FACC;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500011;Nitra;403;Nitra;4;Nitriansky;100478688.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Nitra;SK0233500011
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500020;Alekšince;403;Nitra;4;Nitriansky;15072464.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Alekšince;SK0233500020
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500046;Báb;403;Nitra;4;Nitriansky;20091033.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Báb;SK0233500046
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500062;Beladice;407;Zlaté Moravce;4;Nitriansky;22408290.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Beladice;SK0237500062
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500071;Branè;403;Nitra;4;Nitriansky;13808400.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Branè;SK0233500071
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500101;Èakajovce;403;Nitra;4;Nitriansky;5777118.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Èakajovce;SK0233500101
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500127;Èaradice;407;Zlaté Moravce;4;Nitriansky;17849791.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Èaradice;SK0237500127
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500135;Èe¾adice;403;Nitra;4;Nitriansky;10471061.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Èe¾adice;SK0233500135
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500151;Èierne K¾aèany;407;Zlaté Moravce;4;Nitriansky;10976549.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Èierne K¾aèany;SK0237500151
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500160;Èifáre;403;Nitra;4;Nitriansky;15339459.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Èifáre;SK0233500160
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500194;Dolné Obdokovce;403;Nitra;4;Nitriansky;10186904.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Dolné Obdokovce;SK0233500194
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500232;Golianovo;403;Nitra;4;Nitriansky;10701592.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Golianovo;SK0233500232
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500241;Hájske;405;Ša¾a;4;Nitriansky;14066275.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Ša¾a;SK0235;Hájske;SK0235500241
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500267;Záhorie (vojenský obvod);106;Malacky;1;Bratislavský;277468145.0;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Malacky;SK0106;Záhorie (vojenský obvod);SK0106500267
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500283;Hostie;407;Zlaté Moravce;4;Nitriansky;28169762.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Hostie;SK0237500283
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500305;Hosovce;407;Zlaté Moravce;4;Nitriansky;16239774.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Hosovce;SK0237500305
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500313;Hruboòovo;403;Nitra;4;Nitriansky;11550848.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Hruboòovo;SK0233500313
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500321;Choèa;407;Zlaté Moravce;4;Nitriansky;4389734.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Choèa;SK0237500321
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500348;Zubák;308;Púchov;3;Trenèiansky;25666310.0;Slovensko;SK0;Západné Slovensko;SK02;Trenèiansky kraj;SK022;Púchov;SK0228;Zubák;SK0228500348
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500356;Jarok;403;Nitra;4;Nitriansky;22112780.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Jarok;SK0233500356
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500364;Jed¾ové Kosto¾any;407;Zlaté Moravce;4;Nitriansky;27293911.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Jed¾ové Kosto¾any;SK0237500364
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500372;Jelenec;403;Nitra;4;Nitriansky;27183777.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Jelenec;SK0233500372
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500381;Jelšovce;403;Nitra;4;Nitriansky;10442043.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Jelšovce;SK0233500381
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500399;Kapince;403;Nitra;4;Nitriansky;5839475.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Kapince;SK0233500399
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500402;Klasov;403;Nitra;4;Nitriansky;12230554.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Klasov;SK0233500402
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500411;Kolíòany;403;Nitra;4;Nitriansky;12500629.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Kolíòany;SK0233500411
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500429;Kosto¾any pod Tribeèom;407;Zlaté Moravce;4;Nitriansky;22121679.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Kosto¾any pod Tribeèom;SK0237500429
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500437;Ladice;407;Zlaté Moravce;4;Nitriansky;11648273.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Ladice;SK0237500437
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500453;Lehota;403;Nitra;4;Nitriansky;11004528.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Lehota;SK0233500453
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500461;Lovce;407;Zlaté Moravce;4;Nitriansky;10187530.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Lovce;SK0237500461
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500470;Lúènica nad Žitavou;403;Nitra;4;Nitriansky;12102279.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Lúènica nad Žitavou;SK0233500470
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500488;Lukáèovce;403;Nitra;4;Nitriansky;16837369.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Lukáèovce;SK0233500488
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500500;Machulince;407;Zlaté Moravce;4;Nitriansky;9421178.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Machulince;SK0237500500
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500518;Ve¾ké Chyndice;403;Nitra;4;Nitriansky;5048947.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Ve¾ké Chyndice;SK0233500518
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500534;Malé Zálužie;403;Nitra;4;Nitriansky;5905098.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Malé Zálužie;SK0233500534
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500542;Mankovce;407;Zlaté Moravce;4;Nitriansky;4238380.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Mankovce;SK0237500542
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500551;Martin nad Žitavou;407;Zlaté Moravce;4;Nitriansky;4332248.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Martin nad Žitavou;SK0237500551
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500569;Melek;403;Nitra;4;Nitriansky;6195984.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Melek;SK0233500569
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500577;Mojmírovce;403;Nitra;4;Nitriansky;19862965.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Mojmírovce;SK0233500577
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500585;Nemèiòany;407;Zlaté Moravce;4;Nitriansky;15682832.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Nemèiòany;SK0237500585
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500593;Neverice;407;Zlaté Moravce;4;Nitriansky;5959570.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Neverice;SK0237500593
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500607;Nevidzany;407;Zlaté Moravce;4;Nitriansky;10258357.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Nevidzany;SK0237500607
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500631;Nová Ves nad Žitavou;403;Nitra;4;Nitriansky;10172647.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Nová Ves nad Žitavou;SK0233500631
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500640;Nové Sady;403;Nitra;4;Nitriansky;17474918.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Nové Sady;SK0233500640
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500658;Obyce;407;Zlaté Moravce;4;Nitriansky;31269660.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Obyce;SK0237500658
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500666;Paòa;403;Nitra;4;Nitriansky;11264532.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Paòa;SK0233500666
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500674;Podhorany;403;Nitra;4;Nitriansky;17707269.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Podhorany;SK0233500674
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500682;Pohranice;403;Nitra;4;Nitriansky;12089057.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Pohranice;SK0233500682
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500691;Po¾ný Kesov;403;Nitra;4;Nitriansky;10223550.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Po¾ný Kesov;SK0233500691
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500704;Rišòovce;403;Nitra;4;Nitriansky;18788458.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Rišòovce;SK0233500704
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500712;Rumanová;403;Nitra;4;Nitriansky;11655767.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Rumanová;SK0233500712
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500721;Skýcov;407;Zlaté Moravce;4;Nitriansky;25234294.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Skýcov;SK0237500721
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500739;Moèenok;405;Ša¾a;4;Nitriansky;46390424.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Ša¾a;SK0235;Moèenok;SK0235500739
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500747;S¾ažany;407;Zlaté Moravce;4;Nitriansky;16274026.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;S¾ažany;SK0237500747
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500755;Slepèany;407;Zlaté Moravce;4;Nitriansky;9351887.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Slepèany;SK0237500755
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500780;Šurianky;403;Nitra;4;Nitriansky;10399687.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Šurianky;SK0233500780
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500798;Tajná;403;Nitra;4;Nitriansky;8481501.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Tajná;SK0233500798
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500810;Tesárske Mlyòany;407;Zlaté Moravce;4;Nitriansky;18007276.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Tesárske Mlyòany;SK0237500810
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500828;Topo¾èianky;407;Zlaté Moravce;4;Nitriansky;26326838.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Topo¾èianky;SK0237500828
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500836;Velèice;407;Zlaté Moravce;4;Nitriansky;34704747.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Velèice;SK0237500836
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500844;Ve¾ká Dolina;403;Nitra;4;Nitriansky;11686288.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Ve¾ká Dolina;SK0233500844
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500887;Ve¾ké Zálužie;403;Nitra;4;Nitriansky;32103731.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Ve¾ké Zálužie;SK0233500887
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500895;Ve¾ký Cetín;403;Nitra;4;Nitriansky;16865762.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Ve¾ký Cetín;SK0233500895
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500909;Vieska nad Žitavou;407;Zlaté Moravce;4;Nitriansky;5464988.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Vieska nad Žitavou;SK0237500909
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500917;Vinodol;403;Nitra;4;Nitriansky;14981682.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Vinodol;SK0233500917
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500925;Volkovce;407;Zlaté Moravce;4;Nitriansky;11603661.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Volkovce;SK0237500925
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500933;Vráble;403;Nitra;4;Nitriansky;38313893.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Vráble;SK0233500933
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500941;Výèapy-Opatovce;403;Nitra;4;Nitriansky;14178664.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Výèapy-Opatovce;SK0233500941
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500950;Zbehy;403;Nitra;4;Nitriansky;19558199.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Zbehy;SK0233500950
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500968;Zlaté Moravce;407;Zlaté Moravce;4;Nitriansky;27154760.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Zlaté Moravce;SK0237500968
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500976;Zlatno;407;Zlaté Moravce;4;Nitriansky;15369481.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Zlatno;SK0237500976
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500984;Žikava;407;Zlaté Moravce;4;Nitriansky;11290698.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Žikava;SK0237500984
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;500992;Žirany;403;Nitra;4;Nitriansky;15558049.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Žirany;SK0233500992
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501018;Žitavce;403;Nitra;4;Nitriansky;8287923.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Žitavce;SK0233501018
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501026;Komárno;401;Komárno;4;Nitriansky;103167662.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Komárno;SK0231501026
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501034;Bajè;401;Komárno;4;Nitriansky;36475732.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bajè;SK0231501034
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501042;Bodza;401;Komárno;4;Nitriansky;6318239.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bodza;SK0231501042
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501069;Brestovec;401;Komárno;4;Nitriansky;7491193.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Brestovec;SK0231501069
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501077;Búè;401;Komárno;4;Nitriansky;31500942.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Búè;SK0231501077
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501085;Èalovec;401;Komárno;4;Nitriansky;23208646.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Èalovec;SK0231501085
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501093;Èíèov;401;Komárno;4;Nitriansky;29358825.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Èíèov;SK0231501093
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501107;Dedina Mládeže;401;Komárno;4;Nitriansky;12781364.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Dedina Mládeže;SK0231501107
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501115;Svätý Peter;401;Komárno;4;Nitriansky;34321185.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Svätý Peter;SK0231501115
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501123;Dulovce;401;Komárno;4;Nitriansky;12380200.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Dulovce;SK0231501123
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501140;Hurbanovo;401;Komárno;4;Nitriansky;59939322.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Hurbanovo;SK0231501140
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501158;Chotín;401;Komárno;4;Nitriansky;20424094.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Chotín;SK0231501158
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501166;Ime¾;401;Komárno;4;Nitriansky;21959500.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Ime¾;SK0231501166
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501174;Iža;401;Komárno;4;Nitriansky;28018970.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Iža;SK0231501174
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501182;Kamenièná;401;Komárno;4;Nitriansky;34512194.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Kamenièná;SK0231501182
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501191;Klížska Nemá;401;Komárno;4;Nitriansky;11952639.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Klížska Nemá;SK0231501191
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501204;Kolárovo;401;Komárno;4;Nitriansky;106822783.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Kolárovo;SK0231501204
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501212;Kravany nad Dunajom;401;Komárno;4;Nitriansky;15881600.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Kravany nad Dunajom;SK0231501212
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501221;Lipové;401;Komárno;4;Nitriansky;10578409.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Lipové;SK0231501221
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501239;Marcelová;401;Komárno;4;Nitriansky;35749571.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Marcelová;SK0231501239
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501247;Martovce;401;Komárno;4;Nitriansky;19959299.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Martovce;SK0231501247
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501255;Moèa;401;Komárno;4;Nitriansky;17870840.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Moèa;SK0231501255
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501263;Modrany;401;Komárno;4;Nitriansky;27065673.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Modrany;SK0231501263
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501271;Mudroòovo;401;Komárno;4;Nitriansky;4006545.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Mudroòovo;SK0231501271
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501280;Nesvady;401;Komárno;4;Nitriansky;57866575.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Nesvady;SK0231501280
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501301;Okolièná na Ostrove;401;Komárno;4;Nitriansky;29889940.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Okolièná na Ostrove;SK0231501301
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501310;Patince;401;Komárno;4;Nitriansky;11312879.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Patince;SK0231501310
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA004;501328;Pribeta;401;Komárno;4;Nitriansky;42795414.0;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Pribeta;SK0231501328
