DOW;AUT;ACH;SOI;FACC;IDN1;NM1;VYMERA;NUTS1;NUTS1_CODE
28.02.2023;GKÚ;Geodetická (< 10 cm);Overený spracovaním;FA001;1;Slovenská republika;49033934976.0;Slovensko;SK0
